day,num,sell_won,sell,get_1,num_1,sim_1,sim_2
2021-05-22,964,95549895000,95549895,2345861063,10,10,12
2021-05-29,965,96174650000,96174650,3403348929,7,19,18
2021-06-05,966,95640447000,95640447,2411303513,10,11,9
2021-06-12,967,94515565000,94515565,5809776094,4,12,12
2021-06-19,968,95924229000,95924229,1667729683,13,7,10
2021-06-26,969,96728751000,96728751,1149427894,20,16,9
2021-07-03,970,93268371000,93268371,1611544045,14,8,10
2021-07-10,971,94471924000,94471924,3725880250,6,14,12
2021-07-17,972,93916813000,93916813,1124886244,20,13,16
2021-07-24,973,93953872000,93953872,2912742750,8,11,12
2021-07-31,974,94146055000,94146055,1317034523,17,16,12
2021-08-07,975,94253719000,94253719,2440410375,9,17,11
2021-08-14,976,97492178000,97492178,3243867215,7,9,10
2021-08-21,977,95895844000,95895844,1669905911,14,13,9
2021-08-28,978,98855197000,98855197,2373391388,10,9,11
2021-09-04,979,99507886000,99507886,1606400518,14,11,15
2021-09-11,980,99593380000,99593380,3409443215,7,13,14
2021-09-18,981,105645424000,105645424,1992863193,13,5,17
2021-09-25,982,101344251000,101344251,3023630672,8,8,14
2021-10-02,983,101899006000,101899006,2503422225,10,13,14
2021-10-09,984,98762367000,98762367,3453006268,7,9,9
2021-10-16,985,98811446000,98811446,2434752975,10,8,10
2021-10-23,986,99041240000,99041240,2375275125,10,10,18
2021-10-30,987,100269530000,100269530,2378711625,10,13,6
2021-11-06,988,98606195000,98606195,2678489375,9,10,8
2021-11-13,989,96525658000,96525658,5826768563,4,12,10
2021-11-20,990,99567047000,99567047,1740095277,14,12,17
2021-11-27,991,98026282000,98026282,2904166032,8,4,9
2021-12-04,992,97066498000,97066498,1986955563,12,7,12
2021-12-11,993,99323653000,99323653,3991197063,6,14,13
2021-12-18,994,95530936000,95530936,1861582063,12,9,17
2021-12-25,995,100878455000,100878455,3447271875,7,9,7
2022-01-01,996,112624327000,112624327,1491185771,18,16,19
2022-01-08,997,102431961000,102431961,1253749560,19,13,10
2022-01-15,998,101681869000,101681869,2076499657,12,9,14
2022-01-22,999,102581351000,102581351,1513274790,16,9,12
2022-01-29,1000,118628811000,118628811,1246819620,22,15,20
2022-02-05,1001,103967487000,103967487,2077279594,12,10,15
2022-02-12,1002,105795484000,105795484,3088449563,8,19,13
2022-02-19,1003,103479378000,103479378,1811116822,14,16,9
2022-02-26,1004,106112471000,106112471,2576251913,10,13,11
2022-03-05,1005,103755249000,103755249,2061199344,12,13,9
2022-03-12,1006,104542431000,104542431,2855602125,9,7,6
2022-03-19,1007,101530003000,101530003,2718786375,9,11,10
2022-03-26,1008,103727042000,103727042,2267377910,11,11,6
2022-04-02,1009,103771363000,103771363,1702462825,15,10,8
2022-04-09,1010,103011505000,103011505,3119380079,8,15,9
2022-04-16,1011,101799373000,101799373,2220348512,11,13,8
2022-04-23,1012,101948323000,101948323,1861944318,13,16,11
2022-04-30,1013,101747653000,101747653,5047570725,5,10,14
2022-05-07,1014,102396369000,102396369,2410449338,10,12,16
2022-05-14,1015,102562683000,102562683,3051105610,8,7,14
2022-05-21,1016,101583153000,101583153,2260660671,11,10,14
2022-05-28,1017,101382790000,101382790,3517684822,7,11,10
2022-06-04,1018,101151805000,101151805,12361744688,2,12,14
2022-06-11,1019,102804882000,102804882,438565140,50,13,9
2022-06-18,1020,104996396000,104996396,1966431520,13,6,11
2022-06-25,1021,101960162000,101960162,2108962250,12,17,8
2022-07-02,1022,99233031000,99233031,4866468075,5,10,9
2022-07-09,1023,100399659000,100399659,2745677875,9,14,13
2022-07-16,1024,100081038000,100081038,3020323500,8,16,12
2022-07-23,1025,101318529000,101318529,6118853344,4,19,7
2022-07-30,1026,101556379000,101556379,1619118475,15,13,9
2022-08-06,1027,101195159000,101195159,2460504338,10,15,13
2022-08-13,1028,100613537000,100613537,1181235132,20,13,10
2022-08-20,1029,101336312000,101336312,2527848450,10,16,11
2022-08-27,1030,104899923000,104899923,1276406507,19,16,12
2022-09-03,1031,104316078000,104316078,3213957563,8,14,12
2022-09-10,1032,110907011000,110907011,2675257538,10,14,12
2022-09-17,1033,104642258000,104642258,1913414943,13,11,11
2022-09-24,1034,107150089000,107150089,2868856209,9,16,16
2022-10-01,1035,106759523000,106759523,3231193735,8,15,17
2022-10-08,1036,103753936000,103753936,2837323167,9,19,21
2022-10-15,1037,104840173000,104840173,1708576825,15,13,17
2022-10-22,1038,104932409000,104932409,1627457225,15,19,9
2022-10-29,1039,105259066000,105259066,1585019672,16,12,11
2022-11-05,1040,104007239000,104007239,3660482625,7,8,11
2022-11-12,1041,105301601000,105301601,935091165,25,8,14
2022-11-19,1042,106510259000,106510259,1240663669,20,9,14
2022-11-26,1043,107045942000,107045942,1468646956,17,12,14
2022-12-03,1044,102891973000,102891973,3136941235,8,13,9
2022-12-10,1045,105380282000,105380282,1990060443,13,12,17
2022-12-17,1046,100923993000,100923993,2011415719,12,15,7
2022-12-24,1047,103058179000,103058179,2748797875,9,20,7
2022-12-31,1048,117323901000,117323901,1612494508,17,7,20
2023-01-07,1049,108444724000,108444724,1727810100,15,10,17
2023-01-14,1050,108072602000,108072602,1535083280,17,12,17
2023-01-21,1051,119243907000,119243907,1669558480,18,13,17
2023-01-28,1052,107565461000,107565461,2341682762,11,16,15
2023-02-04,1053,113721665000,113721665,4090367411,7,12,12
2023-02-11,1054,113660567000,113660567,3147925709,9,13,14
2023-02-18,1055,112488256000,112488256,2362815205,11,13,12
2023-02-25,1056,113279615000,113279615,1969662456,14,14,9
2023-03-04,1057,112523887000,112523887,1616069714,17,16,11
2023-03-11,1058,112041382000,112041382,2058020250,13,23,15
2023-03-18,1059,110846824000,110846824,2033168481,13,14,15
2023-03-25,1060,110677185000,110677185,898238907,28,16,8
2023-04-01,1061,109909344000,109909344,2422768773,11,18,17
2023-04-08,1062,107109911000,107109911,3801933804,7,14,12
2023-04-15,1063,108347135000,108347135,3770311875,7,13,12
2023-04-22,1064,109427584000,109427584,1348168106,19,15,17
2023-04-29,1065,108181727000,108181727,1852593938,14,11,16
2023-05-06,1066,106440950000,106440950,1670947250,15,16,10
2023-05-13,1067,110703299000,110703299,1981114010,13,19,14
2023-05-20,1068,108988932000,108988932,1363929514,19,20,20
2023-05-27,1069,108388892000,108388892,1863217554,14,14,7
2023-06-03,1070,107222802000,107222802,1859116929,14,16,17
2023-06-10,1071,107362630000,107362630,5183979750,5,9,24
2023-06-17,1072,108156654000,108156654,2175006375,12,5,13
2023-06-24,1073,107352123000,107352123,2345227603,11,13,14
2023-07-01,1074,105744157000,105744157,2134763657,12,6,11
2023-07-08,1075,105635232000,105635232,2896337167,9,15,12
2023-07-15,1076,103168694000,103168694,2672689750,9,14,15
2023-07-22,1077,105927489000,105927489,3570901018,7,15,10
2023-07-29,1078,105407618000,105407618,2141604938,12,9,10
2023-08-05,1079,103120206000,103120206,2712329417,9,7,9
2023-08-12,1080,104111986000,104111986,3639444429,7,13,19
2023-08-19,1081,106974323000,106974323,2343892944,11,10,14
2023-08-26,1082,107566880000,107566880,3720489643,7,12,11
2023-09-02,1083,108995141000,108995141,1713084525,15,18,15
2023-09-09,1084,109818924000,109818924,1738764600,15,15,6
2023-09-16,1085,106249975000,106249975,1073277473,23,17,14
2023-09-23,1086,109250306000,109250306,1515913809,17,16,15
2023-09-30,1087,113960897000,113960897,1732253602,16,16,10
2023-10-07,1088,109089305000,109089305,2434697898,11,12,16
2023-10-14,1089,108725932000,108725932,2978522167,9,13,14
2023-10-21,1090,108364862000,108364862,2386494614,11,15,21
2023-10-28,1091,109335581000,109335581,2898470459,9,18,21
